Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
JAGITYAL,JAGITYAL,GOLLAPALLY,GOLLAPALLY,RAGHAVAPATNAM,2,COMMERCIAL,62,59,7400,107.645
JAGITYAL,JAGITYAL,GOLLAPALLY,GOLLAPALLY,RAPALLY,2,COMMERCIAL,38,36,1596,43.63
JAGITYAL,JAGITYAL,GOLLAPALLY,GOLLAPALLY,SHANKER RAO PET,2,COMMERCIAL,16,14,660,21.205
JAGITYAL,JAGITYAL,GOLLAPALLY,GOLLAPALLY,THIRUMALAPUR,2,COMMERCIAL,40,40,3673,73.1
JAGITYAL,JAGITYAL,GOLLAPALLY,GOLLAPALLY,VENGALAPUR,2,COMMERCIAL,19,17,1342,33.295
JAGITYAL,JAGITYAL,GOLLAPALLY,PEGADAPALLY,AITHAPALLY,2,COMMERCIAL,39,38,7167,65.14
JAGITYAL,JAGITYAL,MALLIAL,PUDUR,AREPALLY,2,COMMERCIAL,13,12,467,11.055
JAGITYAL,JAGITYAL,MALLIAL,PUDUR,CHEPPIAL,2,COMMERCIAL,73,70,11515,145.111
JAGITYAL,JAGITYAL,MALLIAL,PUDUR,GOPALRAOPET,2,COMMERCIAL,5,4,215,7.0
JAGITYAL,JAGITYAL,MALLIAL,PUDUR,GOURAPOOR,2,COMMERCIAL,11,10,200,19.98
JAGITYAL,JAGITYAL,MALLIAL,PUDUR,NACHAPALLY,2,COMMERCIAL,151,140,17201,297.049
JAGITYAL,JAGITYAL,MALLIAL,PUDUR,NAMILIKONDA,2,COMMERCIAL,59,53,9398,120.228
JAGITYAL,JAGITYAL,MALLIAL,PUDUR,NARSIMHULAPALLY,2,COMMERCIAL,8,8,439,14.93
JAGITYAL,JAGITYAL,MALLIAL,PUDUR,PUDUR,2,COMMERCIAL,230,210,22088,408.986
JAGITYAL,JAGITYAL,MALLIAL,PUDUR,SREE RAMULAPALLY,2,COMMERCIAL,10,10,665,11.185
JAGITYAL,JAGITYAL,MALLIAL,PUDUR,THURKASHINAGAR,2,COMMERCIAL,12,12,957,17.303
JAGITYAL,JAGITYAL,MALLIAL,RAMANNAPET,BALWANTHAPUR,2,COMMERCIAL,34,24,4654,108.901
JAGITYAL,METPALLY,METPALLY,METPALLY TOWN 2,METPALLY TOWN 2,2,COMMERCIAL,1589,1360,243531,3896.807
JAGITYAL,METPALLY,METPALLY,METPALLY TOWN 2,REGUNTA,2,COMMERCIAL,23,20,1278,35.86
JAGITYAL,METPALLY,METPALLY,METPALLY TOWN 2,VENKATRAOPET(W),2,COMMERCIAL,127,114,19299,403.44
JANGAON,GHANPUR,GHANPUR,GHANPUR (TOWN),CHAGAL,2,COMMERCIAL,132,101,30739,293.465
JANGAON,GHANPUR,GHANPUR,GHANPUR (TOWN),GHANPUR (T) (H),2,COMMERCIAL,1399,1210,167036,3145.118
JANGAON,GHANPUR,GHANPUR,GHANPUR (TOWN),KOTHAPALLY,2,COMMERCIAL,38,30,1533,68.895
